,0,1,2
0,-0.1744533921451111,-0.3148107498400336,-0.38576248581231787
1,-0.17445238194359106,-0.3148097396385135,-0.38576147561079793
2,-0.1744513717430915,-0.3148087294380141,-0.3857604654102983
3,-0.17445036154361246,-0.314807719238535,-0.38575945521081934
4,-0.1744493513451539,-0.3148067090400764,-0.3857584450123607
5,-0.17444834114771585,-0.31480569884263837,-0.38575743481492275
6,-0.1744473309512983,-0.3148046886462209,-0.3857564246185051
7,-0.17444632075590125,-0.31480367845082385,-0.3857554144231081
8,-0.17444531056152482,-0.31480266825644726,-0.38575440422873153
9,-0.17444430036816877,-0.3148016580630911,-0.3857533940353755
10,-0.17444329017583318,-0.3148006478707557,-0.38575238384303984
11,-0.17444227998451808,-0.3147996376794406,-0.38575137365172485
12,-0.17444126979422347,-0.31479862748914594,-0.38575036346143016
13,-0.17444025960494935,-0.31479761729987177,-0.38574935327215615
14,-0.17443924941669572,-0.3147966071116183,-0.38574834308390243
15,-0.17443823922946256,-0.3147955969243851,-0.38574733289666935
16,-0.17443722904324988,-0.31479458673817234,-0.3857463227104567
17,-0.17443621885805766,-0.3147935765529801,-0.38574531252526445
18,-0.17443520867388593,-0.3147925663688085,-0.3857443023410928
19,-0.17443419849073466,-0.3147915561856572,-0.38574329215794145
20,-0.17443318830860385,-0.31479054600352635,-0.38574228197581073
21,-0.17443217812749354,-0.31478953582241614,-0.38574127179470036
22,-0.1744311679474038,-0.3147885256423263,-0.38574026161461056
23,-0.1744301577683344,-0.31478751546325684,-0.3857392514355411
24,-0.17442914759028547,-0.31478650528520785,-0.38573824125749223
25,-0.17442813741325697,-0.3147854951081795,-0.38573723108046365
26,-0.17442712723724896,-0.3147844849321714,-0.38573622090445575
27,-0.17442611706226138,-0.3147834747571838,-0.3857352107294681
28,-0.17442510688829427,-0.3147824645832167,-0.38573420055550106
29,-0.1744240967153476,-0.31478145441027017,-0.3857331903825545
30,-0.17442308654342137,-0.3147804442383439,-0.38573218021062816
31,-0.1744220763725156,-0.3147794340674381,-0.38573117003972246
32,-0.17442106620263026,-0.31477842389755273,-0.38573015986983705
33,-0.1744200560337654,-0.31477741372868795,-0.3857291497009723
34,-0.17441904586592094,-0.31477640356084347,-0.38572813953312773
35,-0.17441803569909692,-0.31477539339401944,-0.3857271293663038
36,-0.1744170255332935,-0.3147743832282158,-0.38572611920050015
37,-0.17441601536851034,-0.31477337306343284,-0.3857251090357171
38,-0.17441500520474765,-0.3147723628996701,-0.38572409887195436
39,-0.17441399504200536,-0.3147713527369278,-0.3857230887092121
40,-0.1744129848802835,-0.31477034257520603,-0.3857220785474902
41,-0.17441197471958209,-0.3147693324145046,-0.3857210683867889
42,-0.1744109645599011,-0.31476832225482354,-0.3857200582271078
43,-0.17440995440124052,-0.31476731209616293,-0.3857190480684473
44,-0.17440894424360034,-0.3147663019385229,-0.3857180379108072
45,-0.1744079340869806,-0.31476529178190316,-0.3857170277541874
46,-0.17440692393138127,-0.31476428162630377,-0.38571601759858815
47,-0.17440591377680237,-0.31476327147172484,-0.38571500744400916
48,-0.17440490362324387,-0.3147622613181665,-0.38571399729045075
49,-0.17440389347070576,-0.3147612511656283,-0.3857129871379126
50,-0.1744028833191882,-0.3147602410141106,-0.385711976986395
51,-0.17440187316869094,-0.3147592308636133,-0.3857109668358976
52,-0.17440086301921406,-0.31475822071413656,-0.38570995668642083
53,-0.17439985287075757,-0.31475721056568007,-0.3857089465379643
54,-0.1743988427233215,-0.3147562004182439,-0.3857079363905283
55,-0.17439783257690583,-0.31475519027182824,-0.3857069262441125
56,-0.17439682243151053,-0.3147541801264331,-0.38570591609871735
57,-0.17439581228713563,-0.31475316998205816,-0.38570490595434254
58,-0.17439480214378114,-0.3147521598387036,-0.38570389581098796
59,-0.17439379200144703,-0.31475114969636947,-0.3857028856686539
60,-0.1743927818601333,-0.3147501395550558,-0.3857018755273401
61,-0.17439177171983994,-0.31474912941476246,-0.38570086538704684
62,-0.174390761580567,-0.31474811927548946,-0.3856998552477738
63,-0.17438975144231442,-0.314747109137237,-0.3856988451095213
64,-0.17438874130508233,-0.3147460990000048,-0.38569783497228904
65,-0.17438773116887052,-0.31474508886379293,-0.3856968248360773
66,-0.17438672103367905,-0.31474407872860144,-0.38569581470088576
67,-0.17438571089950797,-0.31474306859443046,-0.3856948045667148
68,-0.17438470076635726,-0.31474205846127973,-0.385693794433564
69,-0.17438369063422693,-0.31474104832914934,-0.3856927843014337
70,-0.17438268050311695,-0.31474003819803936,-0.3856917741703237
71,-0.17438167037302735,-0.31473902806794984,-0.3856907640402341
72,-0.1743806602439581,-0.31473801793888057,-0.38568975391116495
73,-0.1743796501159092,-0.3147370078108317,-0.385688743783116
74,-0.17437863998888065,-0.3147359976838031,-0.38568773365608755
75,-0.17437762986287247,-0.31473498755779505,-0.3856867235300793
76,-0.17437661973788465,-0.3147339774328072,-0.38568571340509156
77,-0.17437560961391718,-0.3147329673088397,-0.38568470328112403
78,-0.1743745994909702,-0.31473195718589253,-0.38568369315817697
79,-0.17437358936904343,-0.31473094706396587,-0.38568268303625014
80,-0.17437257924813698,-0.3147299369430594,-0.3856816729153438
81,-0.1743715691282509,-0.31472892682317327,-0.3856806627954576
82,-0.17437055900938514,-0.31472791670430766,-0.38567965267659193
83,-0.17436954889153974,-0.31472690658646224,-0.38567864255874645
84,-0.17436853877471467,-0.3147258964696371,-0.3856776324419215
85,-0.17436752865890995,-0.3147248863538324,-0.3856766223261168
86,-0.17436651854412555,-0.3147238762390481,-0.38567561221133234
87,-0.17436550843036147,-0.314722866125284,-0.3856746020975684
88,-0.17436449831761772,-0.3147218560125402,-0.38567359198482454
89,-0.1743634882058943,-0.3147208459008168,-0.3856725818731012
90,-0.1743624780951912,-0.3147198357901138,-0.385671571762398
91,-0.17436146798550844,-0.31471882568043097,-0.38567056165271535
92,-0.17436045787684612,-0.31471781557176853,-0.3856695515440528
93,-0.174359447769204,-0.31471680546412634,-0.38566854143641077
94,-0.1743584376625822,-0.31471579535750466,-0.38566753132978887
95,-0.1743574275569807,-0.3147147852519031,-0.3856665212241875
96,-0.1743564174523995,-0.3147137751473219,-0.38566551111960623
97,-0.17435540734883861,-0.314712765043761,-0.38566450101604544
98,-0.17435439724629806,-0.31471175494122056,-0.38566349091350477
99,-0.1743533871447778,-0.31471074483970024,-0.3856624808119846
