,0,1,2
0,-0.1743533871447778,-0.31471074483970024,-0.3856624808119846
1,-0.17435237704427783,-0.3147097347392003,-0.3856614707114847
2,-0.17435136694479816,-0.3147087246397207,-0.385660460612005
3,-0.17435035684633882,-0.31470771454126134,-0.3856594505135457
4,-0.17434934674889976,-0.31470670444382226,-0.3856584404161066
5,-0.174348336652481,-0.3147056943474035,-0.3856574303196879
6,-0.17434732655708252,-0.3147046842520051,-0.38565642022428936
7,-0.17434631646270435,-0.3147036741576269,-0.3856554101299113
8,-0.1743453063693466,-0.314702664064269,-0.3856544000365533
9,-0.174344296277009,-0.31470165397193134,-0.3856533899442158
10,-0.17434328618569167,-0.3147006438806142,-0.3856523798528984
11,-0.17434227609539465,-0.3146996337903171,-0.38565136976260145
12,-0.1743412660061179,-0.31469862370104035,-0.3856503596733246
13,-0.17434025591786143,-0.3146976136127838,-0.38564934958506825
14,-0.17433924583062524,-0.31469660352554774,-0.38564833949783195
15,-0.17433823574440932,-0.3146955934393318,-0.3856473294116161
16,-0.17433722565921367,-0.31469458335413614,-0.3856463193264206
17,-0.1743362155750383,-0.3146935732699607,-0.3856453092422451
18,-0.1743352054918832,-0.3146925631868057,-0.3856442991590901
19,-0.17433419540974834,-0.3146915531046709,-0.38564328907695516
20,-0.1743331853286338,-0.31469054302355626,-0.3856422789958407
21,-0.17433217524853947,-0.3146895329434621,-0.3856412689157463
22,-0.17433116516946556,-0.314688522864388,-0.38564025883667236
23,-0.17433015509141175,-0.31468751278633417,-0.3856392487586185
24,-0.17432914501437824,-0.3146865027093006,-0.38563823868158503
25,-0.17432813493836496,-0.31468549263328743,-0.38563722860557165
26,-0.17432712486337193,-0.3146844825582944,-0.3856362185305787
27,-0.17432611478939916,-0.3146834724843216,-0.38563520845660587
28,-0.17432510471644663,-0.31468246241136905,-0.3856341983836534
29,-0.17432409464451434,-0.3146814523394369,-0.3856331883117212
30,-0.1743230845736023,-0.3146804422685248,-0.38563217824080914
31,-0.1743220745037105,-0.314679432198633,-0.3856311681709174
32,-0.17432106443483894,-0.3146784221297614,-0.38563015810204576
33,-0.17432005436698764,-0.3146774120619102,-0.38562914803419457
34,-0.17431904430015654,-0.31467640199507907,-0.3856281379673634
35,-0.1743180342343457,-0.3146753919292682,-0.3856271279015526
36,-0.17431702416955522,-0.31467438186447755,-0.38562611783676193
37,-0.17431601410578484,-0.3146733718007073,-0.38562510777299164
38,-0.17431500404303468,-0.3146723617379571,-0.3856240977102414
39,-0.17431399398130476,-0.3146713516762271,-0.38562308764851155
40,-0.17431298392059505,-0.31467034161551755,-0.38562207758780176
41,-0.17431197386090555,-0.31466933155582805,-0.38562106752811237
42,-0.1743109638022363,-0.31466832149715873,-0.385620057469443
43,-0.17430995374458724,-0.31466731143950966,-0.38561904741179404
44,-0.1743089436879584,-0.31466630138288093,-0.3856180373551653
45,-0.17430793363234978,-0.3146652913272723,-0.3856170272995566
