time,data,error
438.5075,0.0,463.9455867273123
520.3875,0.0025,495.91848860851115
612.25125,0.005,539.3473538670951
666.7725,0.0075,563.641744145827
666.7725,0.01,563.641744145827
721.15875,0.0125,594.148723846511
771.80375,0.015,590.575973297202
797.065,0.0175,574.0907273898439
844.63875,0.0175077437772692,585.3584485154695
850.34625,0.0200154875545384,538.0829293528438
830.71375,0.0225232313318077,486.4151254956383
791.985,0.025030975109077,430.4951826385517
722.305,0.0275387188863463,389.72547321800766
692.57375,0.0300464626636157,341.47232254011084
664.16125,0.032554206440885,302.656645802529
641.39625,0.035061950218154295,288.3263762404292
621.34875,0.037569693995423495,267.42029115876284
616.80625,0.0400774377726928,236.81510976062637
594.405,0.0425851815499621,231.06102759877095
593.93875,0.0450929253272314,204.1752678422083
575.58875,0.0476006691045007,201.9963047271843
569.2825,0.0501084128817701,194.30566819768796
557.3525,0.0526161566590394,192.9622197316096
560.8225,0.0551239004363087,174.07058480326307
548.4075,0.0576316442135779,172.3448764650403
548.06,0.0601393879908472,161.78862413655665
552.07375,0.06264713176811651,140.49475367762847
549.03375,0.0651548755453858,133.0336615708126
540.84125,0.0676626193226551,134.0351765337648
524.6025,0.0701703630999245,150.5616717287305
533.7325,0.07267810687719381,123.99467102964546
532.90875,0.075185850654463,114.48303552683036
530.79625,0.0776935944317323,111.88574411397326
525.23875,0.0802013382090016,114.26794934905192
512.67875,0.0827090819862709,130.667241680681
518.1825,0.0852168257635402,110.80517448995782
513.3925,0.0877245695408094,114.55582020897062
519.81125,0.0902323133180789,91.43156251228292
513.3375,0.0927400570953482,101.2553262487954
510.795,0.0952478008726174,100.7261161516714
506.6375,0.0977555446498867,104.7132923450982
503.145,0.100263288427156,105.7626185142936
510.21,0.1027710322044253,83.7826855621136
502.8425,0.1077865197589638,93.96259997334046
503.50625,0.1102942635362333,86.40948999350418
504.21125,0.1203252386453104,67.37172347088577
503.6125,0.1228329824225797,64.80109832209637
501.015,0.12784846997711818,66.71146659308279
