time,data,error,pb_fine,ps_fine
705.6228571428571,0.0,663.3512562676253,0.7369662921348314,0.7369662921348314
874.3514285714285,0.0025359206736430577,786.9281865479679,0.7387594588397156,0.7387594588397156
1058.797142857143,0.005071841347286272,873.3928286485377,0.7405526255445999,0.7405526255445999
1193.1942857142858,0.00760776202092933,899.6830787855583,0.742345792249484,0.742345792249484
1141.0185714285715,0.010143682694572387,777.2068861897817,0.7441389589543682,0.7441389589543682
1133.7342857142858,0.012679603368215601,699.4027968581919,0.7459321256592525,0.7459321256592525
1014.67,0.01521552404185866,596.6544235149858,0.7477252923641367,0.7477252923641367
989.4157142857143,0.01775144471550172,522.2346435233097,0.7495184590690208,0.7495184590690208
972.0185714285715,0.020287365389144933,422.3076413478879,0.7513116257739051,0.7513116257739051
915.18,0.02282328606278799,381.545427589279,0.7531047924787893,0.7531047924787893
855.7814285714286,0.025359206736431047,385.5623713830625,0.7548979591836734,0.7548979591836734
846.1414285714286,0.02789512741007426,346.68397506863187,0.7566911258885577,0.7566911258885577
834.1257142857143,0.03043104808371732,318.52320152573515,0.7584842925934419,0.7584842925934419
810.75,0.032966968757360375,307.96235681376015,0.760277459298326,0.760277459298326
798.2814285714286,0.03550288943100359,289.4807409300103,0.7620706260032103,0.7620706260032103
791.2785714285715,0.038038810104646645,272.75086140644754,0.7638637927080945,0.7638637927080945
791.1157142857143,0.04057473077828971,244.9340075178935,0.7656569594129786,0.7656569594129786
781.5314285714286,0.04311065145193292,235.09627301102302,0.7674501261178629,0.7674501261178629
780.7085714285714,0.04564657212557598,212.368414885115,0.7692432928227471,0.7692432928227471
741.4128571428571,0.04818249279921904,253.05374834010973,0.7710364595276312,0.7710364595276312
757.3628571428571,0.050718413472862094,214.56211832569178,0.7728296262325154,0.7728296262325154
745.7585714285714,0.05325433414650531,213.27939488772344,0.7746227929373997,0.7746227929373997
742.3142857142857,0.05579025482014837,203.39009266903432,0.7764159596422838,0.7764159596422838
744.0,0.058326175493791425,183.02724231264435,0.778209126347168,0.778209126347168
727.9957142857143,0.06086209616743464,199.62163133267487,0.7800022930520523,0.7800022930520523
725.8914285714286,0.0633980168410777,189.95172976526516,0.7817954597569364,0.7817954597569364
725.3271428571428,0.06593393751472075,180.59947035314565,0.7835886264618206,0.7835886264618206
713.9771428571429,0.06846985818836397,189.00549362494246,0.7853817931667049,0.7853817931667049
730.9614285714285,0.07100577886200703,143.62435109176513,0.787174959871589,0.787174959871589
729.11,0.07354169953565008,137.48327965870718,0.7889681265764732,0.7889681265764732
716.0128571428571,0.07607762020929329,156.55918499443732,0.7907612932813575,0.7907612932813575
709.33,0.07861354088293636,160.02962569474442,0.7925544599862416,0.7925544599862416
714.7714285714286,0.08114946155657941,140.36987583102126,0.7943476266911258,0.7943476266911258
712.3857142857142,0.08368538223022264,136.74789033182225,0.7961407933960101,0.7961407933960101
702.9857142857143,0.08622130290386569,150.91017128052823,0.7979339601008942,0.7979339601008942
704.9171428571428,0.08875722357750875,138.25443002091527,0.7997271268057784,0.7997271268057784
706.0857142857143,0.09382906492479502,120.93153232389012,0.8033134602155468,0.8033134602155468
704.6657142857143,0.09636498559843808,117.59501797721374,0.805106626920431,0.805106626920431
703.7257142857143,0.10904458896665367,88.92492288556724,0.814072460444852,0.814072460444852
701.4042857142857,0.11411643031393995,88.39821093166064,0.8176587938546205,0.8176587938546205
