time,data,error
112.2176,0.0032909713380885096,87.9601128366716
124.6328,0.006581942676177019,92.646923123005
137.258,0.009872914014265528,94.77509501973607
147.7344,0.013163885352354038,98.7621701697568
161.5528,0.016454856690442547,100.53566537383637
169.5088,0.019745828028531212,99.48280415509004
179.3252,0.023036799366619724,96.21185085507918
183.3456,0.026327770704708233,97.4449247556793
188.4808,0.029618742042796742,90.61028656482662
187.0308,0.03290971338088525,87.64153040288605
187.872,0.03620068471897376,82.80085274923199
185.4224,0.03949165605706227,74.93186223656797
178.9156,0.04278262739515078,72.86377204509796
174.782,0.04607359873323929,68.5635127163129
170.7312,0.049364570071327794,60.85814116911558
166.462,0.05265554140941631,58.75798972054779
164.5136,0.05594651274750482,51.07325929525156
159.4288,0.059237484085593484,48.809762656255565
154.7012,0.06252845542368199,45.08179143024376
151.6112,0.0658194267617705,42.16603413364838
149.056,0.06911039809985901,40.265221519321116
145.2204,0.07240136943794752,38.895725007254974
144.6364,0.07569234077603604,34.106119612761574
141.9576,0.07898331211412454,31.720400411091912
139.0688,0.08227428345221305,31.36765318859541
136.9572,0.08556525479030155,29.617200545628886
136.0584,0.08885622612839007,26.042223204634432
134.1532,0.09214719746647858,26.332643804980922
133.3244,0.09543816880456725,23.854139360706352
131.678,0.09872914014265576,22.451474695440385
130.0372,0.10202011148074426,23.21137256088058
129.2348,0.10531108281883277,19.73692146612536
128.0396,0.10860205415692128,19.320570173781103
126.9068,0.11189302549500979,18.853936293517066
126.2372,0.1151839968330983,16.515887386392535
125.5544,0.1184749681711868,15.40794083062367
123.686,0.12176593950927532,17.388484810356537
123.64,0.1250569108473638,13.183019381006766
122.8264,0.12834788218545234,13.441497797492657
121.8564,0.131638853523541,13.285111179060564
121.196,0.13492982486162952,12.907981406866064
120.546,0.13822079619971803,11.456591290606468
119.5236,0.14151176753780653,12.589513216959581
119.358,0.14480273887589504,9.828948875642807
118.2736,0.14809371021398354,11.193191816457002
117.9304,0.15138468155207208,9.658072056057565
117.11,0.15467565289016055,10.605408997299444
116.3796,0.1579666242282491,10.50989551993739
116.2716,0.1612575955663376,7.801399453944145
115.852,0.1645485669044261,5.865398196201175
115.1076,0.16783953824251477,7.309611634006283
114.8928,0.17113050958060327,5.784160108434068
113.9732,0.17442148091869178,6.829735116386286
113.8468,0.17771245225678028,4.575514152529746
113.0276,0.1810034235948688,6.3177557914183415
112.6364,0.18429439493295732,5.436855252809293
112.1396,0.1875853662710458,5.846991691459806
111.8328,0.19087633760913433,2.048229518388992
111.278,0.19416730894722284,4.8385861571330935
110.91,0.1974582802853115,3.6361930641812736
110.382,0.20074925162339985,4.173736455503629
110.114,0.20404022296148852,1.786002239640253
109.7664,0.20733119429957703,1.7526639837687084
109.2108,0.21062216563766553,1.6257808462397385
108.8284,0.21391313697575406,1.5716721795590836
108.38,0.21720410831384257,3.440058139043583
107.9768,0.22049507965193108,1.45995265676665
107.5812,0.22378605099001958,1.39233852205561
107.1956,0.22707702232810809,1.3513477124707762
106.7628,0.2303679936661966,1.2816146690795949
106.3128,0.23365896500428526,2.4567775967718366
105.9892,0.2369499363423736,1.1867111527242002
105.5556,0.24024090768046227,1.1783499649934224
105.2136,0.24353187901855078,1.1370026561094746
104.7596,0.24682285035663928,2.328821126664734
104.3828,0.2501138216947278,0.9496652884042882
103.9724,0.2534047930328163,0.8797944305347698
103.538,0.2566957643709048,0.8254429114118068
103.042,0.25998673570899333,0.8164778012903964
