time,data,error,pb_fine,ps_fine
415.0675,0.0,311.19305574474186,0.739746835443038,0.739746835443038
433.2575,0.0021006788901175868,308.8040741210355,0.7412322397313356,0.7412322397313356
491.1725,0.0042013577802351735,319.2563668022143,0.7427176440196331,0.7427176440196331
489.03,0.006302036670352918,334.5712989782596,0.7442030483079308,0.7442030483079308
498.86,0.008402715560470505,308.3649629902852,0.7456884525962284,0.7456884525962284
516.875,0.01050339445058809,302.5317411033097,0.747173856884526,0.747173856884526
488.8325,0.012604073340705678,266.42127250606325,0.7486592611728236,0.7486592611728236
498.6325,0.014704752230823265,252.78968025564257,0.7501446654611211,0.7501446654611211
461.4175,0.01680543112094085,238.32279201484278,0.7516300697494187,0.7516300697494187
447.87,0.018906110011058595,238.37083105950694,0.7531154740377164,0.7531154740377164
438.33,0.02100678890117618,189.21585847914545,0.754600878326014,0.754600878326014
424.6775,0.02310746779129377,181.57449846757115,0.7560862826143115,0.7560862826143115
417.5825,0.025208146681411355,162.61991942486628,0.7575716869026091,0.7575716869026091
406.4,0.027308825571528944,159.3476074498767,0.7590570911909067,0.7590570911909067
384.6875,0.029409504461646686,156.20836995420572,0.7605424954792044,0.7605424954792044
393.6025,0.031510183351764275,134.54998882850194,0.762027899767502,0.762027899767502
371.4625,0.03361086224188186,135.7369647286619,0.7635133040557995,0.7635133040557995
359.0275,0.035711541131999446,140.79071966486285,0.7649987083440971,0.7649987083440971
377.6325,0.03781222002211703,107.3463899893704,0.7664841126323947,0.7664841126323947
361.98,0.039912898912234776,112.75730397628351,0.7679695169206924,0.7679695169206924
364.67,0.04201357780235236,100.15094158319232,0.76945492120899,0.76945492120899
354.0875,0.044114256692469954,100.7737061130035,0.7709403254972875,0.7709403254972875
340.315,0.04621493558258754,119.49332941633185,0.7724257297855851,0.7724257297855851
335.9625,0.048315614472705125,109.376259278465,0.7739111340738827,0.7739111340738827
341.155,0.05041629336282271,96.46862689496518,0.7753965383621803,0.7753965383621803
332.135,0.052516972252940455,103.77182553564334,0.7768819426504779,0.7768819426504779
335.115,0.05461765114305804,87.41465423485927,0.7783673469387755,0.7783673469387755
334.345,0.05671833003317563,83.97869357759741,0.7798527512270731,0.7798527512270731
333.495,0.05881900892329322,81.5655563028905,0.7813381555153707,0.7813381555153707
338.5725,0.060919687813410804,58.63300899450752,0.7828235598036682,0.7828235598036682
322.535,0.0630203667035284,87.18399380046775,0.7843089640919658,0.7843089640919658
323.1575,0.06512104559364613,78.15639893028593,0.7857943683802635,0.7857943683802635
318.0125,0.06722172448376372,84.09855732264377,0.7872797726685611,0.7872797726685611
320.49,0.0693224033738813,73.68422422744233,0.7887651769568587,0.7887651769568587
321.345,0.07142308226399889,70.40270573635647,0.7902505812451562,0.7902505812451562
318.9,0.07352376115411648,67.22841661083504,0.7917359855334538,0.7917359855334538
315.2675,0.07562444004423423,72.51848691023551,0.7932213898217515,0.7932213898217515
312.99,0.07772511893435181,72.02412720748514,0.7947067941100491,0.7947067941100491
313.445,0.0798257978244694,66.37512316372754,0.7961921983983467,0.7961921983983467
311.165,0.08192647671458698,67.92067266304126,0.7976776026866442,0.7976776026866442
310.3625,0.08402715560470457,65.59509199437105,0.7991630069749418,0.7991630069749418
313.785,0.08612783449482232,52.737309136890936,0.8006484112632395,0.8006484112632395
309.97,0.08822851338493991,59.0969889249867,0.8021338155515371,0.8021338155515371
312.3575,0.0903291922750575,50.092261815074785,0.8036192198398346,0.8036192198398346
304.885,0.09242987116517508,68.07225407609182,0.8051046241281322,0.8051046241281322
306.8175,0.09453055005529266,58.335102586264476,0.8065900284164298,0.8065900284164298
308.32,0.09663122894541042,52.110052772953516,0.8080754327047275,0.8080754327047275
311.74,0.098731907835528,35.47580020239149,0.8095608369930251,0.8095608369930251
305.2225,0.10083258672564557,53.90197578707111,0.8110462412813226,0.8110462412813226
308.56,0.10293326561576317,41.670509956082846,0.8125316455696202,0.8125316455696202
