time,data,error,pb_fine,ps_fine
605.8828571428571,0.0,587.5633077067231,0.7369662921348314,0.7369662921348314
713.74,0.0021629911628132195,666.8255465583612,0.7384957578537032,0.7384957578537032
850.5485714285714,0.004325982325626439,701.3294633852515,0.740025223572575,0.740025223572575
955.3657142857143,0.006488973488439658,728.5255053650126,0.7415546892914469,0.7415546892914469
1075.672857142857,0.008651964651252878,733.8924289453225,0.7430841550103187,0.7430841550103187
1042.54,0.010814955814066253,651.0290007584696,0.7446136207291906,0.7446136207291906
946.08,0.012977946976879472,605.9746830166611,0.7461430864480624,0.7461430864480624
928.5071428571429,0.015140938139692691,541.91884337613,0.7476725521669342,0.7476725521669342
912.7428571428571,0.017303929302505912,430.6768389312766,0.749202017885806,0.749202017885806
831.7757142857142,0.01946692046531913,416.3130686448478,0.7507314836046778,0.7507314836046778
781.6285714285714,0.02162991162813235,390.5866310135699,0.7522609493235496,0.7522609493235496
771.6085714285714,0.023792902790945567,360.23510328786165,0.7537904150424214,0.7537904150424214
756.0157142857142,0.025955893953758788,323.45619007203794,0.7553198807612932,0.7553198807612932
738.4328571428572,0.028118885116572165,303.4553481963691,0.7568493464801651,0.7568493464801651
700.0514285714286,0.030281876279385382,311.81557770252465,0.7583788121990369,0.7583788121990369
724.5428571428571,0.032444867442198606,253.25399366273072,0.7599082779179087,0.7599082779179087
703.6328571428571,0.034607858605011824,252.8630082088089,0.7614377436367805,0.7614377436367805
684.9242857142857,0.03677084976782504,253.35238865812084,0.7629672093556523,0.7629672093556523
670.8371428571429,0.03893384093063826,250.95779222321633,0.7644966750745241,0.7644966750745241
666.9057142857143,0.04109683209345148,236.3250055602691,0.7660261407933959,0.7660261407933959
683.2728571428571,0.0432598232562647,192.39167966968438,0.7675556065122677,0.7675556065122677
652.4485714285714,0.04542281441907808,222.73397055863825,0.7690850722311396,0.7690850722311396
651.4042857142857,0.047585805581891294,208.532836013704,0.7706145379500114,0.7706145379500114
655.2571428571429,0.04974879674470452,191.48949883287412,0.7721440036688832,0.7721440036688832
643.7028571428572,0.051911787907517735,193.19734615999596,0.773673469387755,0.773673469387755
640.6228571428571,0.05407477907033095,186.8913757632863,0.7752029351066269,0.7752029351066269
639.3814285714286,0.05623777023314417,177.1078007420155,0.7767324008254987,0.7767324008254987
635.5228571428571,0.058400761395957394,174.4478335216811,0.7782618665443705,0.7782618665443705
628.2914285714286,0.06056375255877061,174.17813766605823,0.7797913322632423,0.7797913322632423
639.8342857142857,0.06272674372158399,142.50947225231258,0.7813207979821142,0.7813207979821142
634.2728571428571,0.06488973488439721,143.43049528447924,0.782850263700986,0.782850263700986
620.3985714285715,0.06705272604721042,160.26676778141513,0.7843797294198578,0.7843797294198578
625.5685714285714,0.06921571721002365,143.27711266020438,0.7859091951387296,0.7859091951387296
622.4228571428572,0.07137870837283686,140.62715057040378,0.7874386608576014,0.7874386608576014
619.6014285714285,0.07354169953565008,135.5479661994835,0.7889681265764732,0.7889681265764732
604.7814285714286,0.0757046906984633,158.09820437478285,0.790497592295345,0.790497592295345
601.8671428571429,0.07786768186127652,157.41205546629027,0.7920270580142168,0.7920270580142168
611.9185714285715,0.0800306730240899,131.40631838783438,0.7935565237330887,0.7935565237330887
611.2,0.08219366418690312,126.7957299866882,0.7950859894519605,0.7950859894519605
607.8757142857143,0.08435665534971634,128.47763667070544,0.7966154551708323,0.7966154551708323
606.5642857142857,0.08651964651252955,126.01623538906665,0.7981449208897041,0.7981449208897041
601.2114285714285,0.08868263767534278,131.35106018698477,0.7996743866085759,0.7996743866085759
602.6842857142857,0.09084562883815599,125.09908773872503,0.8012038523274477,0.8012038523274477
603.1285714285714,0.09300862000096921,118.35673937339624,0.8027333180463195,0.8027333180463195
603.8214285714286,0.09517161116378244,111.15501838533832,0.8042627837651913,0.8042627837651913
607.1657142857143,0.09733460232659581,95.78172191530713,0.8057922494840632,0.8057922494840632
602.2428571428571,0.09949759348940904,105.87776452309599,0.807321715202935,0.807321715202935
604.2842857142857,0.10166058465222225,95.2615679300409,0.8088511809218069,0.8088511809218069
